FruitID,Weight_g,Diameter_mm,Length_mm,DryMatter_pct,Brix,Firmness_kgf,SkinDefects_pct,ShapeIndex,Grade
2392,81.1,58.3,79.7,17.2,5.1,5.7,2.9,0.73,B
2393,72.6,52.8,76.7,16.1,5.9,5.5,6.5,0.69,C
2394,85.2,56.6,69.3,14.5,6.1,7,0.1,0.82,B
2395,93.7,58.2,69.6,15.2,7,3.2,12.6,0.84,C
2396,73.3,50.7,71.4,14.4,5.2,5.3,5.3,0.71,C
2397,81.2,63.6,78.2,15.6,6.1,4.4,4.3,0.81,B
2398,79.9,58.6,71.4,14.4,7.4,3.5,3.5,0.82,C
2399,98.1,59.5,67.4,14,6.1,4.3,4.4,0.88,C
2400,96,63.5,70.2,16.2,4.8,5.5,15.7,0.9,C
2401,84.2,55.5,74.6,16.4,7.5,4.8,4.4,0.74,B
2402,97.7,60.3,74.4,15.2,7.1,6.4,1.3,0.81,B
2403,86.8,57.6,71.3,17.6,7.2,5.3,2.9,0.81,B
2404,90.9,57.3,74.4,15.1,5.1,5.2,1.2,0.77,B
2405,120.1,54.9,64,15,7.7,5.2,10.5,0.86,C
2406,115.1,64.7,72.4,16.5,5.9,5.4,6.9,0.89,B
2407,75.5,56.5,75,15.3,6.1,5.1,2.5,0.75,C
2408,107.4,60.8,69.1,15.6,5.9,4.6,4.6,0.88,B
2409,107.2,50.5,69.1,11.7,7.3,6.5,7.2,0.73,C
2410,77.8,62.7,65.5,15.5,6.4,4.9,0.8,0.96,C
2411,107.3,62.2,77.6,12.8,6.9,5.1,2.6,0.8,C
2412,118.1,58.4,69.5,13.7,6.6,5.9,2,0.84,C
2413,78.2,57.1,72.8,13.5,6.4,5.8,4.4,0.78,C
2414,81.2,59.6,74.1,13.9,5.7,4.6,1.4,0.8,C
2415,110.3,67.2,77.3,14.7,7.9,6.3,3.7,0.87,B
2416,99.1,50.9,71.5,14.8,5.3,6,1.5,0.71,B
2417,103.3,61.1,70.1,16.5,6.8,5.7,0.4,0.87,A
2418,100.1,54.4,72.6,15.8,6.8,5.1,0.3,0.75,B
2419,100.9,57.9,76.5,12.6,7.4,5.1,0.4,0.76,C
2420,75.1,57,71.4,15.6,7.6,5.3,0.1,0.8,C
2421,110.7,56.3,68.7,16,6.4,4.3,2.3,0.82,B
2422,112.5,58,66.6,15,6.9,5.5,3.3,0.87,B
2423,91.6,53.5,67.7,15.4,7.9,6.4,0.4,0.79,B
2424,94.3,62.1,75,15.8,6.4,6.4,2.8,0.83,B
2425,72,50.8,70.9,16.6,5.6,5.1,2.7,0.72,C
2426,102.7,60.2,69.9,13.1,6.2,6.6,0.5,0.86,C
2427,103.6,56.7,69.5,15.1,5.5,7.4,1.6,0.82,B
2428,94.1,53.3,72.3,17.8,6.8,5.2,4.2,0.74,A
2429,111.9,58.8,71.2,17.6,7.4,6.2,0.1,0.83,A
2430,90,51.8,71,16.8,6.4,3.2,0.5,0.73,B
2431,103.5,58.2,76.7,16.3,5.2,4.2,16.4,0.76,C
2432,79.7,52.3,77.4,18,7.3,5.6,4,0.68,C
2433,94.6,59.8,66.4,18.4,5.1,4.5,1.9,0.9,B
2434,92.4,54.3,73.1,15.3,5.3,7.5,3,0.74,B
2435,98.4,56.2,69.3,14,6.4,6.1,5.6,0.81,B
2436,89.5,59.2,71.1,15.1,6.7,6.5,5.5,0.83,B
2437,93,54.9,73.1,20,6.8,5.5,1.2,0.75,A
2438,107.4,57.8,71.3,13.1,6.4,4.5,2,0.81,C
2439,88.4,51.9,72.8,14.8,7.9,5,3,0.71,B
2440,70.9,60.5,74.4,13.4,6.6,5.8,0.2,0.81,C
2441,121.2,65.1,73,15.7,7.3,4.9,8.7,0.89,B
2442,115.7,69.2,69.7,13.7,7.1,6.2,1.7,0.99,C
2443,75.6,58.4,69.8,15.3,5.5,6.2,1.4,0.84,C
2444,105.3,61.2,67,12.6,6.4,5.5,7.1,0.91,C
2445,87.5,50.9,69,16.4,8.2,3.7,0.4,0.74,B
2446,99,64,78.9,17.3,6.1,7.2,0.1,0.81,B
2447,99.4,61.1,69.2,14.9,6,5.3,3.5,0.88,B
2448,91.5,56.1,67.8,15.3,6.6,8,1.5,0.83,B
2449,83.2,62.9,73.1,15.3,6.1,6.2,4.3,0.86,B
2450,84.6,57,71.6,15.8,5.9,5.3,0.2,0.8,B
2451,81.3,56.2,71.3,15.4,6.1,5.9,1.5,0.79,B
2452,82.5,59.9,76.9,16.7,7.6,3.5,0.8,0.78,B
2453,94,53.7,73.9,17.3,6.4,6.5,4,0.73,B
2454,84.3,62.1,70.1,14.3,5.4,8,0.8,0.89,B
2455,105.2,53.8,70.5,15,5.3,3.4,1.8,0.76,B
2456,117.3,53.8,70.2,16.9,8.3,5.2,5.1,0.77,B
2457,86.3,54.4,75.1,13.4,6.3,5.4,7.4,0.72,C
2458,98.6,61,70.9,12.5,6.8,6.4,3.8,0.86,C
2459,102.5,55.5,65.7,15.8,5.9,7.6,1.7,0.84,B
2460,102.1,52.6,71.8,16.2,6.8,5.9,2.5,0.73,A
2461,96.1,55.6,66.6,14.4,7.7,7.6,3.5,0.83,B
2462,106.1,57.9,79.6,14.6,6,5.7,6.2,0.73,B
2463,102.2,53.3,68.6,14.4,6.9,6,6.6,0.78,B
2464,76.4,53.4,71.4,14.2,5.4,5.8,8,0.75,C
2465,108,66.4,72.9,16.5,8.1,6.7,5,0.91,A
2466,108.3,54.6,71,13.7,6.7,5.1,0.5,0.77,C
2467,83.6,56.7,71,15.1,6.2,6.3,4.1,0.8,B
2468,95.6,56.5,73.5,14.1,6.3,4.3,5.1,0.77,B
2469,105.2,56.3,77.3,13.3,6.1,5.2,6.3,0.73,C
2470,91.9,60.5,74.7,16.8,6.1,4.9,7.8,0.81,B
2471,111.1,61.8,77.2,14.7,4.5,5.6,2.1,0.8,B
2472,130.5,56.8,68.3,15.8,6.4,5.2,3.2,0.83,B
2473,83.2,53.1,73.1,13.2,6.4,6.6,0,0.73,C
2474,74.3,63.1,72.5,14.4,6.9,4.6,2.6,0.87,C
2475,99.6,57.6,73.2,16.6,6.1,3.8,1.9,0.79,B
2476,105.8,64.9,76.8,19.4,5.9,4.1,9.8,0.85,B
2477,91.5,49,71.2,12.5,6.5,6.5,7,0.69,C
2478,116.8,58.8,70.6,15.2,5.2,4.5,4.8,0.83,B
2479,74.9,65.7,73.9,16.1,6.6,5.9,0.2,0.89,C
2480,105.4,56.6,65.8,14.6,5,5.2,1.5,0.86,B
2481,85.9,57.1,71.2,16.8,7.4,6.3,3.6,0.8,B
2482,120.8,59.2,71.5,14.2,7,5.3,0.1,0.83,B
2483,124.9,55.8,68.8,15.7,5.8,8,0.8,0.81,B
2484,83.5,56.8,75.7,14.7,7,7.4,6.6,0.75,B
2485,86.8,56.6,68.3,17.3,6.6,5.2,0.4,0.83,B
2486,107.9,55.5,71.5,14.5,5.7,5,0.2,0.78,B
2487,89.2,62.9,73,15,4.9,8,2.6,0.86,B
2488,94.3,59.8,76.7,16.9,6.8,4.4,8.8,0.78,B
2489,95.4,59,72,14,5.9,5.4,5.4,0.82,C
2490,66.2,61.2,75.3,15.6,7.4,5.5,11,0.81,Reject
2491,94.8,56.9,74.5,12.8,6.5,5.5,4.2,0.76,C
2492,84.7,54.9,72.4,13.9,5.9,3.8,1.7,0.76,C
2493,87.6,55.6,68.2,16.1,7.9,6,8.8,0.82,B
2494,116.7,58,67,14,7,4.5,1.7,0.87,B
2495,76.2,53.8,72.4,14.7,4.5,6.9,1.3,0.74,C
2496,107.2,56,70.1,16.2,6.1,4,1.8,0.8,B
2497,90.8,55.9,75.2,14.6,5.4,5.6,5,0.74,B
2498,90.8,66.5,74.6,16.7,5.9,3.3,7.5,0.89,B
2499,106.9,46.9,71.4,15.8,6.4,3.3,1.3,0.66,B
2500,100.1,57.3,67.9,16.2,6.8,4.7,1.9,0.84,A
2501,103.6,64.9,73.8,17.4,6.7,4.8,6.9,0.88,B
2502,109.5,58.5,68.4,16,7.4,7,0.1,0.85,B
2503,90,61,69.3,17.8,7,5.5,4.6,0.88,A
2504,85.8,58.4,68.6,16.9,7,6.8,1.8,0.85,B
2505,78.7,55.3,71.5,14.7,6.7,5.1,1.4,0.77,C
2506,82.6,49,76.1,17.4,7.5,6.1,1.8,0.64,B
2507,139.2,58.8,72,15.9,6.2,4.8,1.6,0.82,B
2508,113.7,54.9,70.4,14.9,6.3,4.7,4.2,0.78,B
2509,74.7,54.8,66.7,15.9,5,3.7,7.9,0.82,C
2510,75.2,56,73.9,17.2,7.3,5.8,2,0.76,C
2511,102.2,65,69.3,16.2,6.4,5.8,5.4,0.94,B
2512,103.2,67.6,72.4,18.2,8.8,6.3,3.9,0.93,A
2513,103.2,58.9,70.8,17.1,6.2,5.7,1.2,0.83,B
2514,91.2,56.1,74.9,16.3,6.6,7.5,2.7,0.75,B
2515,93.1,53.3,71.4,14,6.9,5.7,3.3,0.75,C
2516,99.9,59.9,71.8,15.2,5.6,6.5,0.1,0.83,B
2517,96.3,65.1,73.7,15.6,6.8,5.2,1.5,0.88,B
2518,61.7,57,79.4,16.5,6.5,4.6,14.7,0.72,Reject
2519,91.6,48.5,75.1,16.5,6.3,6.2,3,0.65,B
2520,82.2,60.7,71.7,15.8,7.4,5.4,1.2,0.85,B
2521,97.6,61.9,72,15.7,5.8,6.3,0.9,0.86,B
2522,139.8,51.7,70.2,16.6,6.7,5.9,0.7,0.74,A
2523,100.5,58.7,68.7,14.2,7.7,4.7,1.5,0.85,B
2524,90.3,59.8,70.1,18,5.9,6.6,0.6,0.85,B
2525,108.8,57.7,69.3,12.4,6.3,4.6,0.4,0.83,C
2526,102.2,54.8,74.3,17.7,8.4,6.1,1.4,0.74,A
2527,101.3,62.1,68.3,15.4,6.9,6.8,2.8,0.91,B
2528,104.1,56.4,76.7,17,6.1,5.1,0.5,0.74,B
2529,125.8,52.1,74.6,16,7.1,6.7,0.1,0.7,A
2530,78,49.8,72.1,16,6,5.9,0.1,0.69,C
2531,102.1,63,72,16.3,5.2,6.4,0.9,0.88,B
2532,81.1,60.5,70,16.7,7.6,4.7,0.6,0.86,B
2533,103.3,58.4,72.9,15,5.6,5.7,2.3,0.8,B
2534,81.2,56.2,75.8,17.1,8.5,4.1,1.8,0.74,B
2535,88.7,55.9,69.5,13.9,6.1,7.2,1.2,0.8,C
2536,90.6,53.7,66.6,15.5,8.2,3.5,5.4,0.81,B
2537,109.6,56.3,74.5,16.8,5.4,5.1,2.1,0.76,B
2538,108.8,49.5,73.1,17,7.3,4.6,0.3,0.68,A
2539,76.3,55.1,68.1,16.2,6.9,6.2,1.1,0.81,C
2540,95.8,56.8,69.4,14.9,7.2,7.4,10.9,0.82,C
2541,84.4,60.4,69,16.8,7.3,6.2,11.3,0.88,C
2542,76.1,57.8,69.5,14.5,6.1,8,0.9,0.83,C
2543,91.7,61.2,70.9,18.1,5.5,4.1,0.5,0.86,B
2544,90.4,63.4,71.1,15.4,6.5,4.2,2.1,0.89,B
2545,131.4,62.2,69.7,13.2,6.7,4.6,2,0.89,C
2546,101.5,59.9,69.3,13.7,6.1,5.6,1.6,0.86,C
2547,74.3,58,71.2,15.6,6.7,4.5,2.3,0.82,C
2548,86.5,54.1,72.6,15.7,6.8,4.7,0.8,0.74,B
2549,110.3,61,70.9,18.5,5.8,6.1,0.4,0.86,B
2550,126.3,64.7,76.1,13.9,6.8,4.3,2.5,0.85,C
2551,71.2,59.4,73.8,15.6,6.3,4.4,8.1,0.8,C
2552,66.8,65.7,66.4,13.9,5.9,5.1,0.4,0.99,Reject
2553,123.1,51.9,73.8,14.8,7.1,5.2,3.7,0.7,B
2554,100.8,53.4,74.1,18,5.9,6.5,1.7,0.72,B
2555,82,61.4,70.5,13.8,6.1,4.6,1,0.87,C
2556,103,59.1,66.8,16.4,6.6,4.8,5.8,0.88,B
2557,60,63.3,72,16.1,7.6,6.1,1.8,0.88,Reject
2558,95.1,57.9,72,15.5,6.7,6.3,2.6,0.8,B
2559,99.9,54.5,68.1,16.3,6.9,6.9,1.8,0.8,A
2560,108.9,57.1,66.9,13.8,6.3,6,0.3,0.85,C
2561,79.8,51.9,71.7,18,6.4,5.6,2.7,0.72,C
2562,96.3,53.5,71.2,18.4,6.5,6.1,1.6,0.75,B
2563,81.1,61.9,70.5,15.6,6.7,5.2,0.3,0.88,B
2564,98.8,61.5,71.7,19.1,6.3,5.2,2.7,0.86,B
2565,81.6,59.5,68.1,14.9,7.6,3.7,0,0.87,B
2566,88.9,51.1,70.5,16.1,6.2,6.4,0.7,0.73,B
2567,80.1,56.6,73.9,17.6,5.1,5.7,4.6,0.77,B
2568,104.8,53.1,70.8,14.8,8.7,6.3,0.1,0.75,B
2569,107.9,62.7,66.1,13.4,6.2,2.7,3.1,0.95,C
2570,91.5,55.7,70.3,13.1,7.6,5.5,9,0.79,C
2571,95.6,53.7,68.3,18.6,7.6,4.6,0.6,0.79,A
2572,73.3,58.1,72.9,14.7,7.3,7,1.6,0.8,C
2573,90.5,55.4,73.1,15.2,6.3,6.1,2.6,0.76,B
2574,94.2,63.9,66.2,13.8,6.7,5.7,1.8,0.97,C
2575,134.3,55.1,74.7,16.9,5.5,5.1,2.9,0.74,B
2576,78.3,52.4,68.1,14.3,8.1,5.9,1.6,0.77,C
2577,117,49.4,77.5,14.8,5.8,4.6,0.5,0.64,B
2578,110,57.9,71.8,15.9,6.3,5.4,0.3,0.81,B
2579,99.2,55.8,67.6,13.9,6.6,4.9,4.1,0.82,C
2580,121.4,52.3,68,15.2,6.4,7.8,0.8,0.77,B
2581,100.6,62.8,73.2,17.6,6,7,5.6,0.86,B
2582,100.8,60.7,70.6,16.1,7.6,6.6,4.1,0.86,A
2583,94.2,57.9,71.7,15.7,7.3,4,0.2,0.81,B
2584,113.4,63.5,77.6,15.8,6.8,6.4,0.7,0.82,B
2585,111.4,60.7,69.6,14.9,6.2,5.7,1,0.87,B
2586,85.6,54.7,72.2,18.5,7.4,6.7,2.7,0.76,B
2587,75.2,53.8,77,14.3,6.1,5.8,5,0.7,C
2588,92,61.3,72.9,15.8,7.8,5.5,0.2,0.84,B
2589,83,59.6,66.4,15.7,6.6,5.7,0.9,0.9,B
2590,94,58.7,73.8,17,7.5,3.7,1.4,0.8,B
2591,113.6,54.6,67.9,17.2,6.4,4.7,0.6,0.8,B
2592,88.1,60.4,76.9,15.5,6.6,5.9,2.4,0.79,B
2593,94.4,55,69.1,15.9,7.5,6.6,2,0.8,B
2594,95.9,57.6,82.4,16,8.3,4.9,1.1,0.7,B
2595,107.7,63.8,77.1,12.1,7.7,5.5,2.2,0.83,C
2596,61.3,55.4,69.2,13.1,7.2,3.9,1.3,0.8,Reject
2597,85.9,51.7,72.1,14.6,7,7,1.3,0.72,B
2598,98.2,53.8,74.6,14.7,6.1,6.6,0.9,0.72,B
2599,113,62,74.7,13.7,6.7,6.2,2.3,0.83,C
2600,87.6,59,73.5,16.6,5.8,5.9,1.8,0.8,B
2601,66.9,57.5,76.4,15.5,6.8,7.1,0.7,0.75,Reject
2602,104.3,56,71.6,15.2,6.9,4.7,0,0.78,B
2603,85.5,59.9,70.7,13.6,4.9,4.6,0.5,0.85,C
2604,77.2,54.6,70.8,15.4,6.5,6.6,0.1,0.77,C
2605,85.6,59.2,75,11.6,6.8,6.5,1.7,0.79,C
2606,92.2,55.1,73.3,15.3,6.4,4.3,0.8,0.75,B
2607,85.9,54.4,73,15.6,6.8,5,1.6,0.75,B
2608,61.9,55.5,74.8,15.9,5.4,7.2,1.2,0.74,Reject
2609,108.5,56.5,64.8,13.2,5.9,5.9,2.3,0.87,C
2610,114.1,57.8,73.1,15.8,7.3,6.3,3.9,0.79,B
2611,104.8,58.9,72.8,13.9,6.5,4.3,2,0.81,C
2612,77.9,45,77.8,14.3,6.8,6.2,0.2,0.58,C
2613,92,54.8,66.6,16.6,6.1,4.1,0.1,0.82,B
2614,94.9,56.4,77.5,18.5,6.5,3.5,0.7,0.73,B
2615,104,64,72.3,15.6,4.7,6.2,1.7,0.89,B
2616,105,53.7,73.7,14.3,7.2,6.9,0.1,0.73,B
2617,84,58.7,77.9,15.8,7.9,5.2,1.2,0.75,B
2618,96.2,64,74,16.9,5.6,5,6.5,0.87,B
2619,101.9,52.7,73.4,16.4,5.7,7.2,0.3,0.72,B
2620,116.8,59.6,72.8,19.6,6.9,5.3,8.9,0.82,B
2621,105.6,54.8,70.3,14.4,7.7,5.4,5.8,0.78,B
2622,106.8,56,71.9,15.9,6.5,7.2,5.3,0.78,B
2623,96.3,54.8,69.5,17.8,5.5,5.1,6,0.79,B
2624,116.2,55.1,71.8,17.7,6.3,4.8,0.3,0.77,B
2625,101.1,68.9,63.8,12.6,5.7,6.3,0.5,1.08,C
2626,82.1,61.4,73.5,15.5,6,4.8,0.4,0.84,B
2627,116.1,62.4,71.6,17.7,6.3,5.4,0.4,0.87,B
2628,105.5,60,70.8,19.8,5.8,4.2,1.2,0.85,B
2629,88.4,51.6,72.8,16.6,5.9,5.7,5.3,0.71,B
2630,87.8,59.6,67,14.9,6.6,5.6,0.9,0.89,B
2631,99.4,62.3,78.8,14,6.7,6.5,0.8,0.79,C
2632,101.9,54.6,71.6,18.8,5.4,6.4,3.4,0.76,B
2633,98,61.9,71.5,16.6,6.8,6.1,0.3,0.87,A
2634,99.7,60.8,68.6,14.2,6.2,5.9,1.3,0.89,B
2635,120.5,65.4,72.1,15.2,7.1,5.4,1.1,0.91,B
2636,111.1,56.3,76.9,16,7.1,6.1,5.6,0.73,B
2637,97.9,53.6,75.6,16.3,6.1,4.4,2.2,0.71,B
2638,109.1,56.6,75,14.2,7,3.2,3.1,0.75,B
2639,79.5,63.7,73.9,14.6,5.8,6.7,0.4,0.86,C
2640,101,50.7,70.7,13,7.6,6.2,7.9,0.72,C
2641,122.1,49.7,66.9,17.1,5.9,5.4,1.2,0.74,B
2642,91.7,58.4,71.3,15,6.8,6.6,3.7,0.82,B
2643,82.3,56.2,71.2,16.2,6.3,4.8,9.3,0.79,B
2644,85.2,58,75.7,17.6,5.7,4.8,2.1,0.77,B
2645,78.7,61.8,73.1,15.8,7.2,4.7,2.1,0.85,C
2646,83.2,55.8,77.6,15.3,6,6.1,0.4,0.72,B
2647,89.4,50.5,76.2,15.8,5.1,3.9,1.5,0.66,B
2648,73.9,66.2,70.4,15.6,4.5,4.7,5.7,0.94,C
2649,95.2,54,65.7,17.4,5.8,5.8,0.4,0.82,B
2650,108.5,53.8,76.8,16,7.6,4.3,7.5,0.7,B
2651,81.4,62.4,76.8,14.7,7.5,4.8,3.3,0.81,B
2652,117.8,56.5,67.2,17.1,5.9,3.3,1.6,0.84,B
2653,102.7,57.7,77.3,17.3,6.2,6.1,2.4,0.75,B
2654,110.5,59.9,73.3,13.5,6.1,4.8,0.5,0.82,C
2655,85.1,62.3,72.6,17.8,5.4,4.4,0.7,0.86,B
2656,107.8,56.7,77.7,16,5.7,4.2,1,0.73,B
2657,78.6,64.1,76.7,15.9,7.3,5.1,1.5,0.84,C
2658,108.4,49.5,74.3,17,6.9,3.9,7.4,0.67,B
2659,97.6,61,73.7,14.6,6.7,7.4,1.4,0.83,B
2660,103.3,54.6,74.2,16.9,5.4,3.1,2.2,0.74,B
2661,77.4,63.5,70.6,14.9,6.6,5,0.5,0.9,C
2662,81.6,58.6,71.8,13.3,4.7,5.6,4,0.82,C
2663,104,55.3,68.8,14,7.2,4.7,2.5,0.8,B
2664,80.8,60.7,70.8,16.4,6.7,5.7,1.7,0.86,B
2665,101.9,61.6,70.7,14.1,5.4,4.7,8.8,0.87,B
2666,74.5,60.6,69.8,17.9,7.8,7,6.6,0.87,C
2667,107.7,53.9,72.5,17.3,5.1,4.4,3.2,0.74,B
2668,76.5,56.1,70.9,17.5,6.9,3.1,7.6,0.79,C
2669,103.3,58,73.8,15.7,6.9,4.2,2.5,0.79,B
2670,104.4,57.8,66.3,15.9,5.5,5.9,5.3,0.87,B
2671,84.5,61,71.6,13.7,6.5,5.4,1.6,0.85,C
2672,103.7,49.9,72.5,17,5.2,6.3,0.3,0.69,B
2673,98.9,59.3,70.9,16.1,4.5,6,15.4,0.84,C
2674,86.9,56.8,71.4,16.4,5.6,4.9,0.5,0.8,B
2675,79.9,54.6,66.5,18,6,5,0.9,0.82,C
2676,65.6,55,73.2,14.6,7,5.1,0.5,0.75,Reject
2677,100.2,57.1,74.3,15.3,6.6,7.4,1.2,0.77,B
2678,71.5,45,73.7,16,6.6,6.2,1,0.61,C
2679,96.4,55.2,75.6,14.1,5.7,7.4,2.8,0.73,B
2680,91,54.5,72.7,15.2,6.1,6.3,16.9,0.75,C
2681,105.2,60.1,73.7,16.2,5.8,5.4,0.2,0.82,B
2682,90.5,54.8,72.5,15,5.5,4.5,4.5,0.76,B
2683,90.1,57.1,74.4,17.5,6,5.7,0.4,0.77,B
2684,106,64.2,66.5,13.2,6.6,5.4,0.1,0.97,C
2685,100,62,68.9,17.2,6,5.4,3.1,0.9,B
2686,99.7,61.6,77.6,16.5,6.2,5.3,6.2,0.79,B
2687,102,56,63.4,14.6,7.1,3.4,0.6,0.88,B
2688,72,60.2,71.5,14.1,6.1,6.8,1.3,0.84,C
2689,106.4,57.1,76.1,12.4,5.4,5.4,0.6,0.75,C
2690,104.2,57.2,71.7,14.3,7,4.1,7.1,0.8,B
2691,79.7,59.6,70.6,17.1,6.7,6,0.9,0.84,C
2692,91.3,55.6,72.5,15.4,6.8,4.6,1.8,0.77,B
2693,94.4,64,70.8,17.2,7,6.1,6.8,0.9,B
2694,93,57.4,72.1,14.6,6.9,6.4,2.4,0.8,B
2695,100,60.5,69.6,16.6,6.5,6.5,8.1,0.87,B
2696,116.5,63.8,75.9,14.4,8.4,5.3,7.8,0.84,B
2697,111.2,62.1,77,14.1,5.5,5.1,1.9,0.81,B
2698,75.3,52.4,71.5,15.3,6,4.9,2.6,0.73,C
2699,104.3,59.8,67.1,14.5,7.3,4.8,0.8,0.89,B
2700,114.9,61.4,70.2,13.2,6.6,5.5,14,0.88,C
2701,100.8,61.6,71.4,15.2,7.1,5.3,1,0.86,B
2702,111.4,53.5,73.8,15.7,6.6,4.7,4.6,0.73,B
2703,125.2,55.4,68.5,17.4,7.6,4.4,1.1,0.81,B
2704,110.4,62,69.3,16.9,5.7,5.4,1.1,0.89,B
2705,98.7,55,73.8,17.3,7.6,5.1,0.3,0.74,A
2706,110.7,56.8,75.3,16.6,7.4,4.4,2.5,0.75,B
2707,97.2,64.3,69.8,16,5.5,6.3,0.8,0.92,B
2708,95.4,57.8,67.3,13.7,7,7.3,0.5,0.86,C
2709,89.7,55.1,83.5,15.7,6.5,6.5,0.8,0.66,B
2710,118.5,54.5,74.7,16.4,6,4.8,0.9,0.73,B
2711,82.7,59.3,71.1,17.7,5,5.4,2.1,0.83,B
2712,118,52.7,75,16.5,5.7,7,1.5,0.7,B
2713,102.5,57,71.6,17.4,7.1,4.3,0.2,0.8,B
2714,74,59.3,75,14,7.2,6.3,2.3,0.79,C
2715,100.5,63.2,72.6,15,6.3,4.1,4.6,0.87,B
2716,63.5,60.7,72.3,16.1,7.2,7.2,2.6,0.84,Reject
2717,104.4,55.1,71.6,17.2,7.3,5.1,11,0.77,C
2718,108.3,62.7,66.9,15.3,6.6,7.7,0.3,0.94,B
2719,86.1,56.8,78.8,15.4,5.9,7.2,5.2,0.72,B
2720,96.9,53.1,68.7,16.5,6.9,5.4,2.1,0.77,A
2721,124.3,57.3,67.2,13.8,6.9,4.8,2.2,0.85,C
2722,87.4,63.8,71.3,17.9,7,5.7,2.2,0.89,B
2723,79.1,58.7,68.6,14.2,7.2,5.3,1.2,0.85,C
2724,117.2,58.1,71.8,12.6,5.4,5.1,1.2,0.81,C
2725,124.4,64.5,74.4,15.5,6.1,3.8,3,0.87,B
2726,95.1,52.3,75.5,18,5,5,0.1,0.69,B
2727,110.2,52.9,74.9,16.4,7.1,4.4,2.7,0.71,B
2728,115.1,51.5,70.9,16.6,6.3,6.1,3.9,0.73,B
2729,83.9,59.5,72.2,15.6,6.8,6.5,1.3,0.82,B
2730,87.7,58.7,73.4,15.3,5.3,6.2,0.7,0.8,B
2731,113.5,64.2,65.8,13.2,7.6,5.8,0.7,0.97,C
2732,120.3,59,74,12.1,5.5,4.6,0.3,0.8,C
2733,103.4,56.4,66.9,15.8,7.1,5.7,0.3,0.84,B
2734,81.8,58,79.1,17.5,6.6,6.3,0.5,0.73,B
2735,124.8,58.5,70.6,16,6.3,4.9,0.1,0.83,B
2736,87,51.3,71.4,16.4,6.3,5.6,0.9,0.72,B
2737,90,68.8,69.3,17.9,6,5.4,1.1,0.99,B
2738,100.1,60.1,69.8,16,7.5,7.2,16,0.86,C
2739,118.3,58.8,80,15.3,6.5,6.4,14.4,0.74,C
2740,107.8,60.5,75.3,14.3,5.5,6.1,0.6,0.8,B
2741,101.2,60.8,66.6,18.5,6.2,3.8,0.7,0.91,B
2742,101.9,57.4,77.3,16.3,6.6,5.7,2,0.74,A
2743,95.7,55.5,76.2,14.1,7.2,5.3,0.5,0.73,B
2744,103.4,60.4,71,13.7,6,5.3,2.1,0.85,C
2745,60,59.5,73.1,17.4,6.1,3.9,1.5,0.81,Reject
2746,90.6,54.8,71.9,13.9,6.5,4.4,1.2,0.76,C
2747,98.6,63.7,78.9,18.3,7.2,5.4,5.2,0.81,B
2748,77.7,59.2,69.2,11.4,5.4,6.6,5.3,0.85,C
2749,100.8,60.9,72.5,17.6,6.9,4.9,13.2,0.84,C
2750,91.9,63.6,70.5,16.2,6.1,5.1,0.8,0.9,B
2751,121.3,58.1,67,15.7,6.2,7.3,6.6,0.87,B
2752,118.6,59.3,79.7,15.2,8.1,5.2,2.3,0.74,B
2753,88,61.2,67.9,18.3,6.3,5.4,2.7,0.9,B
2754,92.7,55.1,72.8,16.6,7.1,5.4,6.8,0.76,B
2755,93.9,58.2,65.9,14.1,7.1,4.2,8.6,0.88,B
2756,88.2,58.5,70.6,12.9,5.6,6.1,3.9,0.83,C
2757,97.9,54.2,73.5,15.8,5,4.8,1.3,0.74,B
2758,83.6,67.3,69.1,15.5,7.2,5.5,2,0.97,B
2759,78,52.4,74.1,13.2,5.6,5.9,2.9,0.71,C
2760,104.3,52.8,71.1,15.4,5.2,7.4,5.3,0.74,B
2761,104.4,63.3,76.1,14.6,7.3,4.2,3.2,0.83,B
2762,82.9,60.9,76.8,15.5,5.7,6.4,1.4,0.79,B
2763,108.4,53.9,69.9,16.6,5.9,6.4,1.6,0.77,B
2764,85.5,60.4,72.3,17.7,8.1,4.9,0.2,0.84,B
2765,98.8,63.9,72.6,16.9,5.2,6.1,7.7,0.88,B
2766,107.3,57.9,74.2,14.4,5.5,7.1,0.3,0.78,B
2767,94.5,68.4,72.1,16.1,6.1,4.7,2.6,0.95,B
2768,101.8,51.1,72.7,15.6,6.3,5.7,6.2,0.7,B
2769,87.3,60.8,71.1,13.5,5.8,5.9,1.6,0.85,C
2770,92.1,62.7,72.4,16.1,5.6,6,4.8,0.87,B
2771,91.9,61.6,76.5,18.3,7.7,6.3,4.9,0.8,A
2772,83.8,57.2,74.3,15.5,6.7,5.7,0.2,0.77,B
2773,92.3,56.8,74.5,13.1,7,6,1.6,0.76,C
2774,71.8,59.8,74.5,15.5,6.4,4.6,3.5,0.8,C
2775,87.6,61.3,71.5,13.7,6.7,5.7,1.6,0.86,C
2776,90.7,60.4,73.1,16.8,7.2,5,2.4,0.83,A
2777,91.2,62.2,68.2,16.3,5.7,4.3,2.7,0.91,B
2778,91.4,53.9,76.4,15.2,6.7,5,0.5,0.71,B
2779,94.1,57.1,62.3,15,7.1,5.8,1.6,0.92,B
2780,102.2,54.2,71.7,15.2,7.7,5.9,0.1,0.76,B
